song_title,explicit,artists,artist_ids,genres,release_date,lyrics,sentiments,languages,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Papa Rock N Roll,False,['The Dance Company'],['04kEQXt0PLV7AWXEUu7sqq'],['classic indonesian rock'],2009-06-08,"Papa memang harus begini Sering bikin sakit hati Papa gak pulang baby Papa gak bawa uang baby Papa mungkin seminggu di Bali Nyari panggung sana-sini Papa gak pulang baby Papa gak bawa uang baby Bukan alasan tuk lari Itu tuntutan profesi Papa gak pulang baby Papa gak bawa uang baby Mama please please don't be angry I'm promises you, sorry I love baby Papa gak pulang baby Papa gak bawa uang baby Pengen kayak Bon Jovi (I'll be there for you) Rock star yang sayang istri Mama aku di sini Memelukmu lagi ♪ Pengen kayak Bon Jovi Rock star yang sayang istri Mama aku di sini Memelukmu lagi Papa memang harus begini Sering bikin sakit hati Papa gak pulang baby Papa gak bawa uang baby Wow... Papa mungkin seminggu di bali Nyari panggung sana-sini Papa gak pulang baby Papa gak bawa uang baby (Papa gak pulang) Papa gak pulang baby (Gak bawa uang) Papa gak bawa uang baby (Papa gak pulang) ","[0, 0, 0, 0, 0, 0.4685155153274536, 0]","['id', 'en', 'ms']",0.446,0.95,9,-3.211,1,0.0974,0.00632,0.0,0.21,0.406,135.89,audio_features,6IfC7HAaOMhmftlUF4RpLR,spotify:track:6IfC7HAaOMhmftlUF4RpLR,https://api.spotify.com/v1/tracks/6IfC7HAaOMhmftlUF4RpLR,https://api.spotify.com/v1/audio-analysis/6IfC7HAaOMhmftlUF4RpLR,221645,4
Old Money,False,['Lana Del Rey'],['00FQb4jTyendYWaN8pK0wa'],"['art pop', 'pop']",2014-01-01,"Blue hydrangea, cold cash divine Cashmere cologne, and white sunshine Red racing cars, Sunset and Vine The kids were young and pretty Where have you been? Where did you go? Those summer nights seem long ago And so is the girl you used to call The Queen of New York City But if you send for me, you know I'll come And if you call for me, you know I'll run I'll run to you, I'll run to you I'll run, run, run I'll come to you, I'll come to you I'll come, come, come Oh-oh-oh, oh, oh, oh-oh Ah-ah-ah, ah, ah, ah-ah The power of youth is on my mind Sunsets, small town, I'm out of time Will you still love me when I shine From words, but not from beauty? My father's love was always strong My mother's glamour lives on and on Yet still inside, I felt alone For reasons unknown to me  But if you send for me, you know I'll come And if you call for me, you know I'll run I'll run to you, I'll run to you I'll run, run, run I'll come to you, I'll come to you I'll come, come, come Oh-oh-oh, oh, oh, oh-oh Ah-ah-ah, ah, ah, ah-ah And if you call I'll run, run, run If you change your mind I'll come, come, come Oh-oh-oh, oh, oh, oh-oh Ah-ah-ah, ah, ah, ah-ah Blue hydrangea, cold cash divine Cashmere cologne, and hot sunshine Red racing cars, sunset, and vine And we were young and pretty ","[0, 0, 0.6832642555236816, 0, 0, 0, 0]",['en'],0.312,0.168,10,-12.476,0,0.0332,0.888,6.59e-06,0.147,0.154,108.115,audio_features,6IfPyMb0Sxptpx6jBUATOS,spotify:track:6IfPyMb0Sxptpx6jBUATOS,https://api.spotify.com/v1/tracks/6IfPyMb0Sxptpx6jBUATOS,https://api.spotify.com/v1/audio-analysis/6IfPyMb0Sxptpx6jBUATOS,271480,1
Eu Quero Ver Tua Glória,False,['Elder Petrato'],['3ff3Qa7HiUArvwI4MIRyIg'],[],2023-02-17,"""Glória glória Deus alaluia Tu és maravilhoso pai Tu opera sinais e faz maravilha Eu glorificarei o teu nome Senhor"" Eu vejo o céu, o sol, a terra e o mar Eu quero ver tua glória neste lugar Eu vejo o céu, o sol, a terra e o mar Enche essa casa de poder e glória Nossos irmãos no passado contemplou A sua glória o Senhor manifestou Pedro João subiram pra poder orar No templo a glória eles puderam contemplar Eu vejo o céu, o sol, terra e o mar Enche essa casa de poder e glória Eu vejo o céu, o sol, a terra e o mar Eu quero ver tua glória nesse lugar Salomão o templo consagrou A Deus orou o Senhor manifestou Os Sacerdotes não puderam entrar Pois era tanta glória que encheu a casa Eu vejo o céu, o sol, a terra e o mar Enche essa casa de poder e glória Eu vejo o céu, o sol, a terra e o mar Eu quero ver tua glória nesse lugar Jesus Cristo em Betânia chegou A sua glória o Senhor manifestou Lazaro que morto já estava Ao quarto dia Jesus o ressuscitava Eu vejo o céu, o sol, a terra e o mar Eu quero ver os mortos ressuscitar Eu vejo o céu, o sol, a terra e o mar Eu quero ver os paralíticos andar Eu vejo o céu, o sol, a terra e o mar Eu quero ver o cego enxergar Eu vejo o céu, o sol, a terra e o mar Eu quero ouvir os mudos glorificar Eu vejo o céu, o sol, a terra e o mar Tu tem poder para poder é libertar Eu vejo o céu, o sol, a terra e o mar Manifesta sua glória neste lugar Eu quero sim com os olhos ver A sua glória o fogo aqui descer Eu não consigo deixar de acreditar Tu és o mesmo e jamais irá mudar Pedro João puderam contemplar Pois eles viram o paralitico andar Salomão viu Deus manifestar Não só a glória mais o fogo no altar Jesus Cristo é o salvador É o rei da glória Lazaro ressuscitou Nossos irmãos no passado contemplou Tantos milagres o Senhor realizou Pedimos o Senhor pra ser manifestar A sua gloria meu senhor nesse lugar Eu vejo o céu, o sol, a terra e o mar E a igreja ela vai glórificar Eu vejo o céu, o sol, a terra e o mar E todos juntos vamos te adorar ""E disse Jesus: se tu creres veras A glória de Deus! ""Tudo é possível ao que crer"" Glorificado é o teu nome Jesus Eu quero sim, com os olhos ver A sua glória o fogo aqui descer Eu não consigo deixar de acreditar Tu és o mesmo e jamais irá mudar Eu vejo o céu, o sol, a terra e o mar Enche essa casa de poder e gloria Eu vejo o céu, o sol, a terra e o mar Enche essa casa de poder e gloria ""Glória a Deus aleluia Jesus Maravilha de Deus"" ","[0, 0, 0, 0, 0.40696027874946594, 0, 0]",['pt'],0.398,0.768,7,-5.536,0,0.0484,0.34,0.0,0.364,0.714,209.1,audio_features,6IkTcnU6aQNaUXGQjsT3lq,spotify:track:6IkTcnU6aQNaUXGQjsT3lq,https://api.spotify.com/v1/tracks/6IkTcnU6aQNaUXGQjsT3lq,https://api.spotify.com/v1/audio-analysis/6IkTcnU6aQNaUXGQjsT3lq,338377,4
Mamba,True,"['Mehu', '$ALDO']","['5wPmzOtVSk9bh8pABoFNfS', '4HBmy3Buc2HjwAZjMaEQge']",[],2023-06-09,"Passaa mulle hatsi, mut en polta mitää ambaa (ambaa) Seläs 24, tykkään ballaa niiku Mamba (kss) Fiilis niiku Dinho, maalin jälkee tanssin salsaa (salsaa) 5 tähe skillit, pistän neget tanssii sambaa (sambaa) Me ollaa aina ulkona Geimii steppaa meikä ja Mehu, (aha) me tullaa inee kunnolla Edes on seinä, sen läpi tultii tunnolla (kyl) Muista aina elämä on peli voitan 6-0 Kun mä astun tähä beat, sä jo tiiät se on heat Nyt on liian myöhästä tulla esittää kaverii Ku tuun heittää keikkaa sun kylää Sä tuut näkee mitä kyhään Näistä riimeistä sä saat kiittää $aldon ja Mehun kynää Alotin alhaalt eli down,(hä?) vaik ei mul oo syndroomaa (ei oo) Eikä oo ees kirjottajaa joka sana on mun omaa Fiilis ku Andy McCoy boy mun elämä on lomaa Fiilis ku Darwin Nunez ku mä joka päivä scoraan Tykkäät sä mun bars? Haluat sä kuulla lisää? (kyl) Mulla kolme esikuvaa Carti, Korelon ja isä Tää mimmi ei oo npc pystyn pelaamaa mä sitä En oo viel ees päässy alottamaa ei tää mulle riitä (neva) Laukku Louis Vuitton, (rich) oma arvo täysi nolla (bitch) Oot vaan huomioaddikti et sä osaa yksin olla En sano et annoit päätä annoit mulle pelkkää pollaa Seison mun sanojen takan en pyydä anteeks jos sua mollaan Tää bämä ulkoo fine, sisält ei oo kuiva toisin ku sen jutut (ei oo) Ainoot hommat mitä Mehu hoitaa hämäräs on kutu En levitä huhuu, mut pakko sulle on puhuu Muijas kadulle kuuluu jos lokakuus se on piru tai pupu Tän bitchin päällä pitsii Sori tää ei ole vitsi (ei oo) Sä et oo kymppi vaa sixi Otat jokaiselta dikkii Etkä oo rikki Sun takapuolesi on Tiktok-hitti Hesarin luetuin klikki, kuka täl kertaa sut siitti Passaa mulle hatsi, mut en polta mitää ambaa (ambaa) Seläs 24, tykkään ballaa niiku Mamba (kss) Fiilis niiku Dinho, maalin jälkee tanssin salsaa (salsaa) 5 tähe skillit, pistän neget tanssii sambaa (sambaa) Me ollaa aina ulkona Geimii steppaa meikä ja Mehu, (aha) me tullaa inee kunnolla Edes on seinä, sen läpi tultii tunnolla (kyl) Muista aina elämä on peli voitan 6-0 En oo Pop Smoke, baby welcome to the party (tervetuloa) Blondi bämäl liikaa meikkii lelu niiku Barbie (hyi vit) Punaset valot, en mä stoppaa enkä sääntöjä laadi I see a Whole Lotta Red mut en oo Playboi Carti (slatt, slatt) Audis tai Bentleys, joskus mä whippaan (ehkä joskus) Mun kaistaa en vaiha, feikki neget mä skippaan Kato ku young nigga, hoodeilla poppaa (kato mua kato mua) Mulla visio pääs, en mä heittele noppaa Mä oon nii aito, mun on vaikee heittää lätsää (se on vitun vaikee) Mä oon nii aloillani, en mä tuu keissii catchaa Sul bägi vaa mieles, sun taskut ei täsmää Ku meikä pull uppaa nii nää neget aina dashaa (dashaa) Musta puhutaan vaik ette mitää musta tiiä Annan niitten puhuu, ku niitte kaulassa ei kiillä (ei kiillä) Tulesta savuu, ja sen jälkee hiiltä Neget biiffaa päivästä toisee, mitä siitä? Cappi on pääs, joka sana on aitoo (ne on) Kentällä ja mikin eessä löytyy multa taitoo (löytyy) Mä pelaan aina 90 täysil ilman vaihtoo (aa, aa, aa, aa) Mun elämä on peli, sen takii mä oon playa (playa) Ku mä olin alhaal, nää neget alko heittaa (heittaa) Pakko olla ylhääl ku mun päällä Vitunleijaa (vitun leijaa) Mun nimi on $aldo, sä tiiät mitä meinaan Passaa mulle hatsi, mut en polta mitää ambaa (ambaa) Seläs 24, tykkään ballaa niiku Mamba (kss) Fiilis niiku Dinho, maalin jälkee tanssin salsaa (salsaa) 5 tähe skillit, pistän neget tanssii sambaa (sambaa) Me ollaa aina ulkona Geimii steppaa meikä ja Mehu, (aha) me tullaa inee kunnolla Edes on seinä, sen läpi tultii tunnolla (kyl) Muista aina elämä on peli voitan 6-0 Passaa mulle hatsi, mut en polta mitää ambaa Seläs 24, tykkään ballaa niiku Mamba Fiilis niiku Dinho, maalin jälkee tanssin salsaa 5 tähe skillit, pistän neget tanssii sambaa Me ollaa aina ulkona Geimii steppaa meikä ja Mehu, me tullaa inee kunnolla Edes on seinä, sen läpi tultii tunnolla (kyl) Muista aina elämä on peli voitan 6-0 ","[0, 0, 0, 0, 0.662987470626831, 0, 0]",['fi'],0.828,0.76,6,-8.818,0,0.117,0.437,0.0498,0.159,0.893,100.016,audio_features,6IkpU96t0zfW6tBYzv7BMa,spotify:track:6IkpU96t0zfW6tBYzv7BMa,https://api.spotify.com/v1/tracks/6IkpU96t0zfW6tBYzv7BMa,https://api.spotify.com/v1/audio-analysis/6IkpU96t0zfW6tBYzv7BMa,230400,4
34+35,True,['Ariana Grande'],['66CXWjxzNUsdJxJ2JdwvnR'],['pop'],2020-10-30,"Hmm You might think I'm crazy The way I've been cravin' If I put it quite plainly Just gimme them babies So, what you doing tonight? Better say, ""Doin' you right"" (yeah) Watchin' movies, but we ain't seen a thing tonight (yeah) I don't wanna keep you up (you up) But show me, can you keep it up? (It up) 'Cause then I'll have to keep you up Shit, maybe I'ma keep you up, boy I've been drinking coffee (I've been drinking coffee) And I've been eating healthy (and I've been eating healthy) Know I keep it squeaky, yeah (know I keep it squeaky) Saving up my energy (yeah, yeah, saving up my energy) Can you stay up all night? Fuck me 'til the daylight 34, 35 (yeah, yeah, yeah, yeah) Can you stay up all night? (All night) Fuck me 'til the daylight 34, 35 (yeah, yeah, yeah, yeah) You drink it just like water (water) You say, ""It tastes like candy"" So, what you doing tonight? (Tonight) Better say, ""Doin' you right"" (alright) Watchin' movies, but we ain't seen a thing tonight (yeah) I don't wanna keep you up (you up) But show me, can you keep it up? (It up) 'Cause then I'll have to keep you up Shit, maybe I'ma keep you up, boy I've been drinking coffee (said, I've been drinking coffee) And I've been eating healthy (and I've been eating healthy) Know I keep it squeaky, yeah (except this wine, babe) Saving up my energy (yeah, yeah, yeah) Can you stay up all night? (All night) Fuck me 'til the daylight (daylight) 34, 35 (yeah, yeah, yeah, yeah, 35, babe) Can you stay up all night? (Can you stay?) Fuck me 'til the daylight (can you stay?) 34, 35 (yeah, yeah, yeah, yeah) Oh-yeah-yeah Baby, you might need a seatbelt when I ride it I'ma leave it open like a door, come inside it Even though I'm wifey, you can hit it like a side chick Don't need no side dick, no Got the neighbors yellin', ""Earthquake"" (earthquake) 4.5 when I make the bed shake (bed shake) Put it down heavy even though it's lightweight (it's lightweight) (It's lightweight, yeah, yeah, yeah, babe) Yeah, we started at midnight, go 'til the sunrise (sunrise) Done at the same time (yeah) But who's counting the time when we got it for life? (Got it for life) I know all your favorite spots (favorite spots) We can take it from the top (from the top) You such a dream come true, true Make a bitch wanna hit snooze, ooh Can you stay up all night? Fuck me 'til the daylight (yeah-yeah) 34, 35 (yeah, yeah, yeah, yeah, 34, 35) Can you stay up all night? (Do you know what that mean?) Fuck me 'til the daylight (you know what that mean) 34, 35 (yeah, yeah, yeah, yeah) Yeah, yeah, yeah Means I wanna 69 wit' ya', no shit ♪ Math class, never was good ","[0.285552442073822, 0, 0, 0, 0, 0, 0]",['en'],0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,audio_features,6Im9k8u9iIzKMrmV7BWtlF,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/tracks/6Im9k8u9iIzKMrmV7BWtlF,https://api.spotify.com/v1/audio-analysis/6Im9k8u9iIzKMrmV7BWtlF,173711,4
Kalmak Türküsü,False,['Kaan Tangöze'],['29TtKR0RUKu66QjYwtycd9'],"['turkish rock', 'turkish singer-songwriter']",2015-09-22,"Daha gidilecek yerlerimiz var Şu sohbetinizi dinler gideriz Coştukça şarkılar, türküler, sazlar Rakı mı, şarap mı, içer gideriz Geçse de umudun baharı yazı Gözlerde kalıyor yaşanmış izi Kimseler kınamaz burada bizi Ne varsa hesabı öder gideriz Söyleyecek sözü olan anlatsın İsterse içine yalan da katsın Yeter ki kendinden, bizden söz etsin Yalanı doğruyu sezer gideriz ♪ Neler gördük neler bu güne kadar Daha gidilecek yerlerimiz var Bizi buralarda unutamazlar Kalacak bir türkü söyler gideriz Sevgiye var olduk sevdik sevildik Kavgalara girdik öldük, dirildik Bir anlam fırını içinde piştik Anlamlı güzeli sever gideriz ♪ Ne varsa hesabı öder gideriz Kalacak bir türkü söyler gideriz ","[0, 0, 0.34328922629356384, 0, 0, 0, 0]",['tr'],0.356,0.282,0,-12.508,0,0.0663,0.938,5.34e-06,0.283,0.416,172.901,audio_features,6ImhbINAkgWexw9SUsvQGj,spotify:track:6ImhbINAkgWexw9SUsvQGj,https://api.spotify.com/v1/tracks/6ImhbINAkgWexw9SUsvQGj,https://api.spotify.com/v1/audio-analysis/6ImhbINAkgWexw9SUsvQGj,188426,4
Tamo a Viver,False,['Jey V'],['02aXxScVRfbF0xFjGvi1mu'],"['hip hop tuga', 'kizomba', 'musica angolana', 'portuguese pop']",2018-07-20,"Sem confusão (Sem confusão) Garrafa na mão (Garrafa na mão) Pedra no chão Vamo' dançar mesmo assim Tamo' a viver, tamo' a viver, tamo' a viver Tamo' a viver, tamo' a viver, tamo' a viver Malandros sem regras, saímos prá rua, ninguém decide Eu vivo com gula, e papo Golias, tipo David Sorriso na cara, porque tenho tudo o que nunca tive O preço e a vitória, de resto, não há nada que me motive Eu vim de baixo mas 'tou nas alturas, Aboubakar Ultrapasso barreiras, sou Rúben Ribeiro no meu lugar E, quando duvidas, eu faço a diferenças do tipo Jonas Evita contacto, Paulo Machado, senão lesiona Sem confusão (Sem confusão) Garrafa na mão (Garrafa na mão) Pedra no chão Vamo' dançar mesmo assim Tamo' a viver, tamo' a viver, tamo' a viver Tamo' a viver, tamo' a viver, tamo' a viver Sem confusão (Sem confusão) Garrafa na mão (Garrafa na mão) Pedra no chão Vamo' dançar mesmo assim Tamo' a viver, tamo' a viver, tamo' a viver Tamo' a viver, tamo' a viver, tamo' a viver Minha cota não deixa que eu gaste o dinheiro que eu ganho limpo Nos jantares de família eu trago champange, ela pede tinto Eu já disse ""Mamã, deixa viver minha vida tipo Pelé"" Atrevido no jogo que eu faço, me chamem Carlos Mané Há tantas rasteiras eu não perco o foco José Sá Se essa vida não der resultado me encontrem no Panamá Nem sempre foi fácil mas eu dou trivela tipo Quaresma Sou feliz com pouco me traxam muralhas e eu mato o resto Sem confusão (Sem confusão) Garrafa na mão (Garrafa na mão) Pedra no chão Vamo' dançar mesmo assim Tamo' a viver, tamo' a viver, tamo' a viver Tamo' a viver, tamo' a viver, tamo' a viver Sem confusão (Sem confusão) Garrafa na mão (Garrafa na mão) Pedra no chão Vamo' dançar mesmo assim Tamo' a viver, tamo' a viver, tamo' a viver Tamo' a viver, tamo' a viver, tamo' a viver ♪ Vamo' dançar mesmo assim Tamo' a viver, tamo' a viver, tamo' a viver Tamo' a viver, tamo' a viver, tamo' a viver ","[0, 0, 0, 0, 0.46484872698783875, 0, 0]",['pt'],0.611,0.907,3,-4.812,0,0.0543,0.389,5.99e-06,0.11,0.94,195.1,audio_features,6ImyPWyFrUIUWGrDAQen7e,spotify:track:6ImyPWyFrUIUWGrDAQen7e,https://api.spotify.com/v1/tracks/6ImyPWyFrUIUWGrDAQen7e,https://api.spotify.com/v1/audio-analysis/6ImyPWyFrUIUWGrDAQen7e,188565,3
Down My Spine,False,['Rachael Sage'],['7EedWEoxpzbiPNkqkDp3Vw'],"['ectofolk', 'lilith', 'new wave pop']",2015-01-20,All she ever wanted In this whole world Was to dance her bones away All she ever wanted In this whole wide world Was to scream What she could not say Chorus: Why is it cold and mean All the time Why do i always feel Like a straight Line is crawling In and out and up And down my spine Even when i am sleeping All she ever wanted In this whole world Was to dance her bones away Only how she haunted In this whole wide world She wished She could waste away (Chorus) Somebody open up her hands Somebody open her hands up So she can listen Through her fingers And finally touch it Somebody open up her voice Open her voice wide Like a river So time can deliver All it's sweetness Woman lies awake Dreaming like alice In some sequined wonderland Still hallucinating That her dark prince Is gonna come And take her hand Lift it from the ground It's been buried so long Turn it all around Until there's nothing wrong Even when i am sleeping All the time Why do i Always feel like A straight line is crawling In and out and up And down my spine Even when i am sleeping ,"[0, 0, 0.9660435318946838, 0, 0, 0, 0]",['en'],0.411,0.34,6,-10.583,1,0.033,0.924,0.000252,0.108,0.308,132.099,audio_features,6IoYq8MGEomMqTvhIijIJq,spotify:track:6IoYq8MGEomMqTvhIijIJq,https://api.spotify.com/v1/tracks/6IoYq8MGEomMqTvhIijIJq,https://api.spotify.com/v1/audio-analysis/6IoYq8MGEomMqTvhIijIJq,202840,4
Montagem Orquestra Sinfônica,True,['DJ TENEBROSO ORIGINAL'],['2mq1noMJKfEyEuCR3Iihhc'],['phonk brasileiro'],2022-10-31,"DJ TENEBROSO, direto do submundo ♪ DJ TENEBROSO, ele é rei delas ♪ Deixem tocar a música Ela falou que é molhado Se a mãe descobrir ela 'tá fodida Ela falou que é molhado Se a mãe descobrir ela 'tá fodida Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica Na onda do skunk, embrazadão de whisky Na onda do skunk, embrazadão de whisky Hoje eu vou foder as patricinhas de Alphaville Hoje eu vou foder as patricinhas de Alphaville Hoje eu vou foder as patricinhas de Alphaville Hoje eu vou foder as patricinhas de Alphaville Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica DJ TENEBROSO, direto do submundo DJ TENEBROSO, ele é rei delas ♪ Deixem tocar a música Ela falou que é molhado Se a mãe descobrir ela 'tá fodida Ela falou que é molhado Se a mãe descobrir ela 'tá fodida Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica Na onda do skunk, embrazadão de whisky Na onda do skunk, embrazadão de whisky Hoje eu vou foder as patricinhas de Alphaville Hoje eu vou foder as patricinhas de Alphaville Hoje eu vou foder as patricinhas de Alphaville Hoje eu vou foder as patricinhas de Alpha- (-ville!) Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica Ela dá a xereca, em troca de lança ela senta na pica (Man-mandelão classe A) (Peita ou respeita véio) ","[0, 0, 0.8236958384513855, 0, 0, 0, 0]",['pt'],0.85,0.683,11,-7.41,1,0.0596,0.091,0.229,0.123,0.767,129.946,audio_features,6IptkpsuIYGFtR16DaHVwC,spotify:track:6IptkpsuIYGFtR16DaHVwC,https://api.spotify.com/v1/tracks/6IptkpsuIYGFtR16DaHVwC,https://api.spotify.com/v1/audio-analysis/6IptkpsuIYGFtR16DaHVwC,185077,4
Ballad of the Mer - Original Game Soundtrack,False,['Sea of Thieves'],['5zbAdSKQiTetVoHnbHvsDg'],['pirate'],2021-07-23,"Don't linger in the water Where the merfolk are at play The ocean sons and daughters Will lead our kind astray Though many is the sailor Who has found themselves on land After meeting with a strange Mer That they could not understand It seem they care for no reward For tender ministration Whom we have toppled overboard In our inebriation But if it's you they've chosen They'll surround you with their kin Your legs are bound and frozen In a wrap of silver skin Soon, you'll be understanding All that passes from their tongues No food you'll be demanding Nor fresh air to fill your lungs And they'll take you as their brother Or their sister as they please And you'll be just another Of the merfolk in the seas ","[0, 0, 0, 0, 0.3458535671234131, 0, 0]",['en'],0.468,0.298,5,-15.295,1,0.0365,0.359,0.0,0.142,0.44,109.358,audio_features,6IqhOlJ3iitqTCqzk1BSbu,spotify:track:6IqhOlJ3iitqTCqzk1BSbu,https://api.spotify.com/v1/tracks/6IqhOlJ3iitqTCqzk1BSbu,https://api.spotify.com/v1/audio-analysis/6IqhOlJ3iitqTCqzk1BSbu,93273,3
Anakin's Betrayal (Star Wars Lofi),False,"['Mik', 'Chill Astronaut']","['5rQt28kugM2JTzkJtgNovi', '6QjN6GM0FYKcviJrQoAsbD']",[],2023-04-07,,[],[],0.7,0.422,5,-13.823,1,0.0352,0.2,0.908,0.105,0.298,111.019,audio_features,6IvINfW0uKyBQGX4iZfp2N,spotify:track:6IvINfW0uKyBQGX4iZfp2N,https://api.spotify.com/v1/tracks/6IvINfW0uKyBQGX4iZfp2N,https://api.spotify.com/v1/audio-analysis/6IvINfW0uKyBQGX4iZfp2N,100795,3
Out thë way,True,['Yeat'],['3qiHUAX7zY4Qnjx8TNUzVx'],['pluggnb'],2022-09-09,"(I-I'm-) pull up lil' bitch like-, pull up lil' bitch like, yeah, huh I bought a Urus today, uh-huh Paint it all yellow, look like a bird (I-I'm-) Inside big body, two times two, my money, bitch All I got, yeah (I-I'm working on dying) I make money, my thot-thot-thot 'Bout to fold that money all up (ooh, BNYX) Yeah, I'm swervin' it daily (ooh, oh) Yeah, I'm causin' a madness (ooh, oh) Yeah, I'm fuckin' the baddest, uh Yeah, I bought me the Crowdless (ooh, oh) I bought me the gems Yeah, I never need practice (ooh, oh) My money gon' double or triple Yeah, your money subtractin' (ooh, oh) Yeah, peeled off on the jakes Peeled off on the cops Peeled off on a swerve (ooh, oh) Yeah, I ain't even fuckin' with nobody Bitch got a crib in the 'burbs (ooh, oh) Yeah, this shit could've gone so bad This shit could've gotten worse, yeah (ooh, oh) Yeah, free YSL out the chain gang, big fuck 12, they birds (brr) I ran up my money the most I'm richer than all of them nerds (yeah) Yeah, I'm flexin' a big bankroll These knots in my pockets, it hurt (big bankroll) I had to chase it, the Tonka, the vision Kept rippin' the car 'til it burn (skrrt) 24-7, I steady be poppin' these pillies, these mo'fuckin' Percs I think I'm Osama, lil' bitch, yeah The way that I blew up and left on the Earth (bang) I hope that you don't think you could just rock with the gang You can't come over here (no way) You can try pullin' up on us lil' bitch (ooh) You get hit with a motherfuckin' AR (ooh, oh) I don't even be postin' no pics on the Instagram Bitch, I just motherfuckin' stay out (ooh, oh) Bitch, you can't do it like me, you can't do it like us You gon' get up and pay out (ooh, oh) You can be stuck in the mix with a couple lil' blicks But it's always a way out (I-I'm-) Hey, hey, been swervin' the motherfuckin' jakes on the side The motherfucker told me to spin, hey, hey (I'm working on dying) I don't even understand how they get this shit anyways (BNYX) But a motherfucker lame Loud, loud, I used to be shippin' the pound (hey, hey) I bought the motherfuckin' karat, lil' bitch Yeah, look at me now (hey, hey) Yeah, look at these motherfuckin' diamonds Listen the way that they sound (hey, hey) Yeah, new watch every day of the week Lil' Rollie bitch, with the AP (hey, hey, hey, hey) (I-I'm-) pull up lil' bitch like-, pull up lil' bitch like, yeah, huh I bought a Urus today, uh-huh Paint it all yellow, look like a bird (I-I'm-) Inside big body, two times two, my money, bitch All I got, yeah (I-I'm working on dying) I make money, my thot-thot-thot 'Bout to fold that money all up (ooh, BNYX) Yeah, I'm swervin' it daily (ooh, oh) Yeah, I'm causin' a madness (ooh, oh) Yeah, I'm fuckin' the baddest, uh Yeah, I bought me the Crowdless (ooh, oh) I bought me the gems Yeah, I never need practice (ooh, oh) My money gon' double or triple, yeah, your money subtractin' ","[0.6736730933189392, 0, 0, 0, 0, 0, 0]",['en'],0.763,0.617,4,-7.509,0,0.246,0.23,1.96e-06,0.276,0.811,128.134,audio_features,6IyoLWzljeR3ldQo4KWHT6,spotify:track:6IyoLWzljeR3ldQo4KWHT6,https://api.spotify.com/v1/tracks/6IyoLWzljeR3ldQo4KWHT6,https://api.spotify.com/v1/audio-analysis/6IyoLWzljeR3ldQo4KWHT6,150242,4
